Weapon_PPC_PPC_3-Kinslaughter,Weapon,1,1
Weapon_PPC_PPCER_3-Kinslaughter,Weapon,1,1
Weapon_Autocannon_AC20_3-DeathGiver,Weapon,1,1
Weapon_Autocannon_LB10-X_AC_3-LubalinBallistics,Weapon,1,1
Weapon_Autocannon_UAC5_3-Kawabata,Weapon,1,1
Weapon_Autocannon_UAC5_3-Imperator,Weapon,1,1
Weapon_Gauss_Gauss_3-Kali_Yama,Weapon,1,1
Weapon_Laser_LargeLaserER_3-Hellion,Weapon,1,1
Weapon_Laser_LargeLaserPulse_3-Defiance,Weapon,1,1
Weapon_Laser_MediumLaserPulse_3-Defiance,Weapon,1,2
Weapon_Laser_SmallLaserPulse_3-Defiance,Weapon,1,3
