itemCollection_MechParts_common,,,
mechdef_locust_LCT-1M,MechPart,3,3
mechdef_locust_LCT-1S,MechPart,3,3
mechdef_locust_LCT-1V,MechPart,3,3
mechdef_griffin_GRF-1N,MechPart,2,4
mechdef_griffin_GRF-1S,MechPart,2,4
mechdef_wolverine_WVR-6K,MechPart,2,4
mechdef_wolverine_WVR-6R,MechPart,2,4
mechdef_dragon_DRG-1N,MechPart,2,6
mechdef_quickdraw_QKD-4G,MechPart,2,3
mechdef_quickdraw_QKD-5A,MechPart,2,3
mechdef_banshee_BNC-3E,MechPart,2,2
mechdef_banshee_BNC-3M,MechPart,2,2
mechdef_blackjack_BJ-1DB,MechPart,2,3
mechdef_blackjack_BJ-1DC,MechPart,2,3
mechdef_blackjack_BJ-1X,MechPart,2,2
mechdef_commando_COM-1C,MechPart,3,3
mechdef_commando_COM-1D,MechPart,3,3
mechdef_commando_COM-2D-BI,MechPart,3,3
mechdef_commando_COM-3A,MechPart,3,3
mechdef_commando_COM-J,MechPart,3,3
mechdef_jenner_JR7-A,MechPart,2,2
mechdef_jenner_JR7-F,MechPart,2,2
mechdef_locust_LCT-1E,MechPart,3,3
mechdef_locust_LCT-3V,MechPart,3,3
mechdef_panther_PNT-8Z,MechPart,2,2
mechdef_panther_PNT-9ALAG,MechPart,2,2
mechdef_shadowhawk_SHD-2K,MechPart,2,4
mechdef_vindicator_VND-1AA,MechPart,2,2
mechdef_vindicator_VND-1X,MechPart,2,2
