Weapon_Autocannon_LB10-X_AC_0-Armstrong,Weapon,1,1
Weapon_Autocannon_LB10-X_AC_0-Mydron,Weapon,1,1
Weapon_Autocannon_LB10-X_AC_0-STOCK,Weapon,1,1
Weapon_Autocannon_UAC5_0-Armstrong,Weapon,1,1
Weapon_Autocannon_UAC5_0-GM,Weapon,1,1
Weapon_Autocannon_UAC5_0-Kawabata,Weapon,1,1
Weapon_Gauss_Gauss_0-STOCK,Weapon,1,1
Weapon_Gauss_Gauss_0-Imperator,Weapon,1,1
Weapon_Gauss_Gauss_0-Poland,Weapon,1,1
Weapon_Laser_LargeLaserER_0-STOCK,Weapon,1,1
Weapon_Laser_LargeLaserER_0-RamTech,Weapon,1,1
Weapon_Laser_LargeLaserER_0-Victory,Weapon,1,1
Weapon_Laser_LargeLaserPulse_0-STOCK,Weapon,1,1
Weapon_Laser_LargeLaserPulse_0-PrecisionWeaponry,Weapon,1,1
Weapon_Laser_LargeLaserPulse_0-PrecisionWeaponry,Weapon,1,1
Weapon_Laser_MediumLaserPulse_0-STOCK,Weapon,2,2
Weapon_Laser_MediumLaserPulse_0-PrecisionWeaponry,Weapon,2,2
Weapon_Laser_MediumLaserPulse_0-Tronel,Weapon,2,2
Weapon_Laser_MediumLaserPulse_0-Victory,Weapon,2,2
Weapon_Laser_SmallLaserPulse_0-STOCK,Weapon,2,2
Weapon_Laser_SmallLaserPulse_0-PrecisionWeaponry,Weapon,2,2
Weapon_Laser_SmallLaserPulse_0-Tronel,Weapon,2,2
Weapon_LRM_LRM5_0-Shigunga,Weapon,2,1
Weapon_LRM_LRM10_0-Shigunga,Weapon,1,1
Weapon_LRM_LRM15_0-Shigunga,Weapon,1,1
Weapon_LRM_LRM20_0-Shigunga,Weapon,1,1
Weapon_PPC_PPCER_0-STOCK,Weapon,1,1
Weapon_PPC_PPCER_0-Defiance,Weapon,1,1
Weapon_PPC_PPCER_0-Fusigon,Weapon,1,1
Weapon_SRM_SSRM2_0-STOCK,Weapon,2,1
Weapon_SRM_SSRM2_0-Federated,Weapon,2,1
Weapon_SRM_SSRM2_0-Hovertec,Weapon,2,1
Weapon_SRM_SRM2_ArtemisIV_0-STOCK,Weapon,2,1
Weapon_SRM_SRM4_ArtemisIV_0-STOCK,Weapon,1,1
Weapon_SRM_SRM6_ArtemisIV_0-STOCK,Weapon,1,1
Weapon_LRM_LRM5_ArtemisIV_0-STOCK,Weapon,2,1
Weapon_LRM_LRM10_ArtemisIV_0-STOCK,Weapon,1,1
Weapon_LRM_LRM15_ArtemisIV_0-STOCK,Weapon,1,1
Weapon_LRM_LRM20_ArtemisIV_0-STOCK,Weapon,1,1
Weapon_Laser_BinaryLaser_0-STOCK,Weapon,1,1
