itemCollection_Weapons_base,,,
Weapon_Autocannon_AC2_0-STOCK,Weapon,1,3
Weapon_Autocannon_AC2_0-Mydron,Weapon,1,1
Weapon_Autocannon_AC2_0-Imperator,Weapon,1,1
Weapon_Autocannon_AC5_0-STOCK,Weapon,1,2
Weapon_Autocannon_AC5_0-Mydron,Weapon,1,1
Weapon_Autocannon_AC5_0-Armstrong,Weapon,1,1
Weapon_Autocannon_AC5_0-GMWhirlwind,Weapon,1,1
Weapon_Autocannon_AC5_0-Imperator,Weapon,1,1
Weapon_Autocannon_AC10_0-STOCK,Weapon,1,2
Weapon_Autocannon_AC10_0-Luxor,Weapon,1,1
Weapon_Autocannon_AC10_0-Imperator,Weapon,1,1
Weapon_Autocannon_AC10_0-GMHurricane,Weapon,1,1
Weapon_Autocannon_AC10_0-Defiance,Weapon,1,1
Weapon_Autocannon_AC10_0-Mydron,Weapon,1,1
Weapon_Autocannon_AC20_0-STOCK,Weapon,1,1
Weapon_Autocannon_AC20_0-Pontiac,Weapon,1,1
Weapon_Autocannon_AC20_0-Tomodzuru,Weapon,1,1
Weapon_Autocannon_AC20_0-Defiance,Weapon,1,1
Weapon_Autocannon_AC20_0-Imperator,Weapon,1,1
Weapon_Autocannon_AC20_0-ImperatorZeta,Weapon,1,1
Weapon_Autocannon_AC20_0-Zeus,Weapon,1,1
Weapon_Flamer_Flamer_0-STOCK,Weapon,2,3
Weapon_Laser_LargeLaser_0-STOCK,Weapon,1,2
Weapon_Laser_LargeLaser_0-Tronel,Weapon,1,1
Weapon_Laser_LargeLaser_0-Defiance,Weapon,1,1
Weapon_Laser_LargeLaser_0-Thunderbolt,Weapon,1,1
Weapon_Laser_LargeLaser_0-Martell,Weapon,1,1
Weapon_Laser_LargeLaser_0-RamTech,Weapon,1,1
Weapon_Laser_MediumLaser_0-STOCK,Weapon,1,2
Weapon_Laser_MediumLaser_0-Martell,Weapon,1,1
Weapon_Laser_MediumLaser_0-Tronel,Weapon,1,1
Weapon_Laser_MediumLaser_0-Defiance,Weapon,1,1
Weapon_Laser_MediumLaser_0-Omicron,Weapon,1,1
Weapon_Laser_MediumLaser_0-Aberdovey,Weapon,1,1
Weapon_Laser_SmallLaser_0-STOCK,Weapon,2,3
Weapon_Laser_SmallLaser_0-Tronel,Weapon,1,2
Weapon_LRM_LRM5_0-STOCK,Weapon,1,3
Weapon_LRM_LRM10_0-STOCK,Weapon,1,2
Weapon_LRM_LRM15_0-STOCK,Weapon,1,1
Weapon_LRM_LRM20_0-STOCK,Weapon,1,1
Weapon_LRM_LRM10_0-Holly,Weapon,1,1
Weapon_LRM_LRM15_0-Holly,Weapon,1,1
Weapon_LRM_LRM20_0-Holly,Weapon,1,1
Weapon_LRM_LRM5_0-Holly,Weapon,1,1
Weapon_LRM_LRM10_0-Doombud,Weapon,1,1
Weapon_LRM_LRM15_0-Doombud,Weapon,1,1
Weapon_LRM_LRM20_0-Doombud,Weapon,1,1
Weapon_LRM_LRM5_0-Doombud,Weapon,1,1
Weapon_LRM_LRM10_0-FarFire,Weapon,1,1
Weapon_LRM_LRM15_0-FarFire,Weapon,1,1
Weapon_LRM_LRM20_0-FarFire,Weapon,1,1
Weapon_LRM_LRM5_0-FarFire,Weapon,1,1
Weapon_MachineGun_MachineGun_0-STOCK,Weapon,2,3
Weapon_PPC_PPC_0-STOCK,Weapon,1,2
Weapon_PPC_PPC_0-Donal,Weapon,1,1
Weapon_PPC_PPC_0-MagnaHellstar,Weapon,1,1
Weapon_PPC_PPC_0-LordsLight,Weapon,1,1
Weapon_PPC_PPC_0-Starcutter,Weapon,1,1
Weapon_PPC_PPC_0-PartiKill,Weapon,1,1
Weapon_PPC_PPC_0-Kreuss,Weapon,1,1
Weapon_SRM_SRM2_0-STOCK,Weapon,1,3
Weapon_SRM_SRM4_0-STOCK,Weapon,1,2
Weapon_SRM_SRM6_0-STOCK,Weapon,1,1
Weapon_SRM_SRM2_0-Telos,Weapon,1,1
Weapon_SRM_SRM4_0-Telos,Weapon,1,1
Weapon_SRM_SRM6_0-Telos,Weapon,1,1
Weapon_SRM_SRM2_0-Hovertec,Weapon,1,1
Weapon_SRM_SRM4_0-Hovertec,Weapon,1,1
Weapon_SRM_SRM6_0-Hovertec,Weapon,1,1
Weapon_SRM_SRM6_0-Harpoon,Weapon,1,1
Weapon_SRM_SRM2_Inferno_0-STOCK,Weapon,1,3
Weapon_SRM_SRM4_Inferno_0-STOCK,Weapon,1,2
Weapon_SRM_SRM6_Inferno_0-STOCK,Weapon,1,1
