itemCollection_Weapons_Davion_uncommon,,,
itemCollection_Weapons_Federated_uncommon,Reference,1,1
itemCollection_Weapons_Mydron_uncommon,Reference,1,1
itemCollection_Weapons_ExoStar_uncommon,Reference,1,1
itemCollection_Weapons_Intek_uncommon,Reference,1,1
itemCollection_Weapons_Telos_uncommon,Reference,1,1
itemCollection_Weapons_Zeus_uncommon,Reference,1,1
itemCollection_Weapons_Tiegart_uncommon,Reference,1,1
itemCollection_Weapons_Holly_uncommon,Reference,1,1
itemCollection_Weapons_Valiant_uncommon,Reference,1,1
itemCollection_Weapons_Defiance_uncommon,Reference,1,1
itemCollection_Weapons_Grizzly_uncommon,Reference,1,1
